국가명,확진수,사망수,회복수,검사수,인구,위도,경도,면적,확진수율,사망수율,회복수율,검사수율,인구밀도,감염율
Guatemala,1227853.0,20106.0,1204545.0,6757892.0,18584039.0,14.6099,-90.5252,108889.0,18.16917168844959,1.6374924359837864,98.1017271611504,36.363957264618314,170.6695717657431,6.607029828122939
Libya,507162.0,6437.0,500721.0,2483446.0,7040745.0,32.8752,13.1875,1759540.0,20.421704357574114,1.2692196970593224,98.72999160031706,35.27248891985152,4.0014691339781985,7.203243406770164
Morocco,1272240.0,16296.0,1255881.0,12930733.0,37772756.0,33.5992,-7.62,710850.0,9.838885390333248,1.2808903980381061,98.71415770609319,34.23296144978142,53.13744953225012,3.368141842760957
Dominican Republic,660095.0,4384.0,644785.0,3740928.0,11056370.0,18.4764,-69.8933,48670.0,17.645220651132554,0.6641468273506086,97.68063687802513,33.83504712667901,227.17012533388123,5.970268722917196
S. Korea,30197066.0,33486.0,29740877.0,15804065.0,51329899.0,37.5666,126.978,100210.0,191.0715122976272,0.11089156807485867,98.48929362872538,30.789199487807288,512.2233210258457,58.82938908568669
Philippines,4073454.0,65802.0,3998048.0,34343332.0,112508994.0,14.6,120.9833,300000.0,11.860974933940598,1.615385861728155,98.1488437085579,30.524965852952164,375.02998,3.620558548412583
Sri Lanka,671989.0,16828.0,655158.0,6486117.0,21575842.0,6.9167,79.8333,65610.0,10.360420572123505,2.504207658161071,97.49534590595978,30.061941499200817,328.8499009297363,3.114543571462935
Brazil,36824580.0,697074.0,35919372.0,63776166.0,215353593.0,-23.5504,-46.6339,8510000.0,57.74034770293341,1.8929584532939685,97.54183754437933,29.614628254658378,25.305945123384255,17.099589325170903
Thailand,4726984.0,33865.0,4692636.0,17270775.0,70078203.0,13.75,100.5167,513000.0,27.369842986200677,0.716418756653291,99.27336331157457,24.645002669374954,136.60468421052633,6.745298534552891
Bolivia,1187986.0,22346.0,1146143.0,2705422.0,11992656.0,-17.7892,-63.1975,1098581.0,43.91130108352782,1.8809985976265713,96.47782044569549,22.55898943486747,10.91649682636055,9.905945772145888
Mauritania,63665.0,997.0,62437.0,1009957.0,4901981.0,18.0858,-15.9785,1030700.0,6.303733723316933,1.5660095814026547,98.0711536951229,20.603037833071976,4.75597263995343,1.2987606439111046
Nepal,1001102.0,12020.0,989064.0,6003944.0,30225582.0,27.7167,85.3667,147516.0,16.67407290940755,1.2006768541067743,98.79752512730971,19.863782937248324,204.8969738875783,3.3121016495232416
Zambia,340763.0,4047.0,335104.0,3865993.0,19470234.0,-15.4167,28.2833,752614.0,8.814371883239312,1.187628938587816,98.33931500779134,19.855914417875,25.87014591809347,1.7501741376092346
Lesotho,34790.0,723.0,25980.0,431221.0,2175699.0,-29.31,27.48,30355.0,8.067788906384429,2.0781833860304686,74.67663121586664,19.819883173177907,71.67514412782079,1.5990263359040013
Cambodia,138693.0,3056.0,135624.0,3091420.0,17168639.0,11.5696,104.921,181035.0,4.486384897555169,2.203427714448458,97.78719906556206,18.00620305430151,94.83602065898859,0.8078275744513005
Myanmar,633820.0,19490.0,614299.0,9941945.0,55227143.0,16.795,96.16,677000.0,6.375211289139098,3.0750055220725128,96.92010349941624,18.00191800615143,81.57628212703102,1.14766030898973
Ecuador,1051239.0,35942.0,1011682.0,3082403.0,18113361.0,-2.19,-79.8875,283561.0,34.10452818791054,3.4190131834910993,96.23710688054761,17.017289060820904,63.87818141422833,5.803666144565881
Laos,217973.0,758.0,217215.0,1233207.0,7481023.0,17.9667,102.6,236000.0,17.6752970101532,0.34774949190954846,99.65225050809046,16.484470105224915,31.69925,2.9136790516484177
Zimbabwe,261606.0,5652.0,254951.0,2525756.0,15331428.0,-17.8292,31.0522,390000.0,10.357532556588996,2.1605009059425244,97.4560981017255,16.474368858530333,39.31135384615385,1.7063381180148385
Honduras,470757.0,11104.0,459653.0,1619676.0,10221247.0,14.0833,-87.2167,112490.0,29.064887051484373,2.3587540918138235,97.64124590818618,15.846168280641296,90.86360565383589,4.605670912756535
Mexico,7368252.0,332198.0,6606633.0,19356195.0,131562772.0,19.4333,-99.1333,1960000.0,38.066634480588775,4.50850486655451,89.66350499412886,14.712516850891527,67.12386326530613,5.600560012523908
Pakistan,1576313.0,30640.0,1538689.0,30570862.0,229488994.0,24.86,67.01,803940.0,5.156259578156481,1.9437763946627349,97.61316439057471,13.321275877831424,285.4553747792124,0.6868795633833316
Venezuela,551587.0,5845.0,545003.0,3359014.0,29266991.0,10.5,-66.9333,9120505.0,16.421098572378682,1.0596696441359206,98.80635330419317,11.477141602975175,3.2089222033209786,1.8846727359160358
Togo,39354.0,290.0,39061.0,806803.0,8680837.0,6.1319,1.2228,56785.0,4.8777706577689965,0.7369009503481222,99.25547593637242,9.294069223969993,152.8720084529365,0.453343381519547
Bangladesh,2037556.0,29442.0,1992694.0,15247014.0,167885689.0,23.7289,90.3944,147570.0,13.363639595267637,1.4449664205548214,97.798244563585,9.081783022018035,1137.6681507081385,1.2136567518866959
Ghana,171112.0,1462.0,169636.0,2527319.0,32395450.0,5.6037,-0.187,238533.0,6.770494741661024,0.8544111459161251,99.13740707840478,7.801462859753452,135.8111875505695,0.5281976326922453
Kenya,342810.0,5688.0,337040.0,3967062.0,56215221.0,-1.2864,36.8172,580000.0,8.641407671470725,1.6592281438697822,98.31685190046964,7.056917911965516,96.9227948275862,0.6098170458139798
Guinea-Bissau,8947.0,176.0,8656.0,145231.0,2063367.0,11.8592,-15.5956,36125.0,6.160530465258795,1.9671398234044932,96.7475131328937,7.038544282233844,57.11742560553633,0.43361166481774693
Senegal,88902.0,1971.0,86929.0,1146543.0,17653671.0,14.75,-17.4,196712.0,7.753917646350812,2.21704798542215,97.7807023464039,6.494643522018735,89.74374212046037,0.5035893101213906
Cameroon,123993.0,1965.0,118616.0,1751774.0,27911548.0,3.8578,11.5181,475650.0,7.078139075017669,1.5847668820014034,95.66346487301702,6.276162110392444,58.680853568800586,0.4442354827471411
Uganda,170400.0,3630.0,100431.0,3012408.0,48432863.0,0.3136,32.5811,241038.0,5.656604284678569,2.130281690140845,58.93838028169014,6.2197603309141565,200.93455388776874,0.35182722937522815
Gambia,12586.0,372.0,12189.0,155686.0,2558482.0,13.4363,-15.4027,11295.0,8.084220803411995,2.955665024630542,96.84570157317654,6.085092644779209,226.5145639663568,0.49193232549613397
Congo,25375.0,386.0,24006.0,347815.0,5797805.0,-2.9244,23.7446,342000.0,7.295545045498325,1.5211822660098522,94.60492610837439,5.999080686570176,16.952646198830408,0.4376656338045174
Guinea,38240.0,467.0,37757.0,660107.0,13865691.0,9.538,-13.6773,246000.0,5.793000225720982,1.2212343096234308,98.73692468619247,4.760721986376301,56.36459756097561,0.2757886354167275
Benin,27989.0,163.0,27823.0,604310.0,12784726.0,6.402,2.518,112622.0,4.631563270506859,0.5823716460037872,99.40690985744399,4.726812291479692,113.51890394416722,0.21892530195797705
Angola,105184.0,1931.0,103216.0,1499795.0,35027343.0,-8.8383,13.2344,1246700.0,7.013225140769238,1.8358305445695162,98.12899300273806,4.281783519806226,28.096047966631907,0.3002911182843643
Uzbekistan,250567.0,1637.0,241486.0,1377915.0,34382084.0,41.3,69.2667,447400.0,18.184503398250254,0.6533182741542182,96.3758196410541,4.007654102642527,76.84864550737595,0.7287719964851461
Mali,32783.0,743.0,31957.0,789342.0,21473764.0,12.6458,-7.9922,1240192.0,4.15320608810883,2.2664185706006164,97.48040142756916,3.675843694659213,17.314870600681186,0.15266536411595097
South Sudan,18368.0,138.0,18115.0,410280.0,11618511.0,4.85,31.6,644000.0,4.476942575801892,0.7513066202090593,98.62260452961672,3.5312614499396697,18.041166149068324,0.15809254731522826
Egypt,515645.0,24613.0,442182.0,3693367.0,106156692.0,30.0444,31.2358,997739.0,13.961379954930015,4.7732451589756515,85.75318290684483,3.47916549622703,106.39725619625975,0.4857395141890819
Sierra Leone,7760.0,126.0,7634.0,259958.0,8306436.0,8.4833,-13.2331,71740.0,2.98509759268805,1.6237113402061858,98.37628865979381,3.129597338738299,115.78528017842208,0.09342153481950623
Malawi,88559.0,2686.0,85369.0,624784.0,20180839.0,-15.7861,35.0058,118484.0,14.174338651437937,3.033006244424621,96.39788163822988,3.0959267848081047,170.32543634583573,0.43882714687927493
Afghanistan,208545.0,7882.0,186088.0,1188898.0,40754388.0,34.5328,69.1658,652000.0,17.541033797684914,3.7795200076722053,89.23158071399459,2.9172269744303363,62.50673006134969,0.5117117695400063
Burundi,53492.0,38.0,53394.0,345742.0,12624840.0,-3.3825,29.3611,27834.0,15.471652272503775,0.07103865998654005,99.81679503477156,2.7385852018718655,453.5762017676223,0.42370437961986057
Papua New Guinea,46750.0,670.0,43982.0,249149.0,9292169.0,-9.4789,147.1494,452860.0,18.763872221040423,1.4331550802139037,94.07914438502674,2.6812792578352806,20.51885571699863,0.503111813829473
Liberia,8062.0,294.0,7766.0,139824.0,5305117.0,6.3106,-10.8047,113370.0,5.765819887859023,3.6467377821880427,96.32845447779708,2.635644039518827,46.79471641527741,0.15196648820374742
Nigeria,266463.0,3155.0,259850.0,5708974.0,216746934.0,6.45,3.4,923768.0,4.667441119892997,1.1840293023796924,97.51822954781714,2.63393529709629,234.63351620753264,0.12293737912804802
Somalia,27318.0,1361.0,13182.0,400466.0,16841795.0,2.0408,45.3425,637661.0,6.821552890882122,4.982063108573102,48.25389852844278,2.3778106787310973,26.411831678587838,0.16220361309468498
Madagascar,67827.0,1419.0,66370.0,524209.0,29178077.0,-18.9386,47.5214,587041.0,12.938923215740287,2.092087221902782,97.85188789125274,1.7965851553548233,49.703644208837204,0.23245877375674898
CAR,15368.0,113.0,15200.0,81294.0,5016678.0,6.5741,20.4869,623000.0,18.90422417398578,0.7352941176470588,98.90681936491411,1.6204747444424377,8.05245264847512,0.3063381783722216
Sudan,63742.0,5001.0,58284.0,562941.0,45992020.0,15.6031,32.5265,1861484.0,11.323033852570696,7.845690439584575,91.43735684478052,1.2239971195002959,24.707179862948056,0.1385936081955087
Haiti,34076.0,860.0,33033.0,132422.0,11680283.0,18.5425,-72.3386,27750.0,25.732884263944054,2.5237703955863364,96.9391947411668,1.1337225305243033,420.9110990990991,0.2917395066540768
Burkina Faso,22025.0,396.0,21596.0,248995.0,22102838.0,12.3686,-1.5275,274200.0,8.84555914777405,1.7979568671963677,98.0522133938706,1.126529543400716,80.60845368344275,0.09964783707865932
Chad,7652.0,194.0,4874.0,191341.0,17413580.0,12.11,15.05,1284000.0,3.9991428914869265,2.5352848928384732,63.695765812859385,1.0988033477320573,13.561978193146418,0.04394271597224694
Yemen,11945.0,2159.0,9124.0,329592.0,31154867.0,15.35,44.2,527968.0,3.6241777713051286,18.07450816241105,76.38342402678944,1.0579149639765755,59.00900622765016,0.03834071896374971
Niger,9931.0,312.0,8890.0,254538.0,26083660.0,13.5086,2.1111,1267000.0,3.901578546228854,3.141677575269359,89.51767193636088,0.9758523152042312,20.586945540647196,0.03807364457288586
DRC,95514.0,1463.0,84264.0,846704.0,95240792.0,-2.6046,22.265,2345408.0,11.280683686388631,1.5317126285151914,88.22162196117847,0.8890140266788206,40.607345075995305,0.1002868602772644
Syria,57453.0,3164.0,54289.0,146269.0,19364809.0,36.2,37.15,185180.0,39.278999651327354,5.5071101596087235,94.49288984039129,0.7553340701682107,104.57289664110596,0.2966876667877282
Eritrea,10189.0,103.0,10086.0,23693.0,3662244.0,15.3333,38.9167,117600.0,43.00426286244882,1.0108941014819903,98.98910589851802,0.646953070303344,31.1415306122449,0.2782173989499334
Algeria,271378.0,6881.0,182749.0,230861.0,45350148.0,36.7764,3.0586,2381741.0,117.5503874625857,2.5355776813153605,67.34112566236024,0.5090633882826578,19.040755480969594,0.5984059853564314
총합,640437125.0,6559348.0,615229614.0,6508280829.0,5833798777.0,,,,,,,,,
평균,4926439.423076923,50456.52307692308,4732535.492307693,50063698.68461538,44875375.20769231,20.04633769230768,20.291769999999996,913031.2,15.302502606279024,1.4594172895554696,95.84783739803034,179.93922161476291,263.5257473627519,16.083013396854433
