"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PHL","TOUR_REC_EXP","INT-EXP","USD","A","2014",11129.442,
"PHL","TOUR_REC_EXP","INT-EXP","USD","A","2015",11867.74,
"PHL","TOUR_REC_EXP","INT-EXP","USD","A","2016",11681.165,
"PHL","TOUR_REC_EXP","INT-EXP","USD","A","2017",12441.919,
"PHL","TOUR_REC_EXP","INT-EXP","USD","A","2018",12473.723,
"PHL","TOUR_REC_EXP","INT-EXP","USD","A","2019",12038.897,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2008",1991.704,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2009",1230.581,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2010",1135.413,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2011",1419.374,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2012",1465.682,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2013",2288.115,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2014",2389.973,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2015",2228.766,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2016",2471.987,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2017",3529.754,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2018",3886.886,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2019",4246.026,
"ROU","TOUR_REC_EXP","INT_REC","USD","A","2020",1608.462,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2008",2173.797,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2009",1468.793,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2010",1637.152,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2011",1964.565,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2012",1831.913,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2013",2112.275,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2014",2749.404,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2015",2523.08,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2016",2913.152,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2017",4926.647,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2018",6121.489,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2019",7177.809,
"ROU","TOUR_REC_EXP","INT-EXP","USD","A","2020",3474.523,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2009",12369.8,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2010",13239.9,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2011",16961,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2012",17875.6,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2013",20198.8,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2014",19451.1,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2015",13185.6,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2016",12821.8,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2017",14937.4,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2018",18735.4,
"RUS","TOUR_REC_EXP","INT_REC","USD","A","2019",17669.9,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2009",23785.2,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2010",30169,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2011",37343.3,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2012",48096.1,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2013",59503.4,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2014",55382,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2015",38431.8,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2016",27653.9,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2017",35583.9,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2018",38790.5,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2019",40610.5,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2008",2931.775,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2009",2719.748,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2010",2820.4,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2011",3038.7,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2012",2804.7,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2013",2968.2,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2014",3053.2,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2015",2593.7,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2016",2713.2,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2017",3035.9,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2018",3388.7,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2019",3356.1,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2020",1417.7,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2008",1602.012,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2009",1445.091,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2010",1655.1,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2011",1718,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2012",1517.2,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2013",1560.7,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2014",1644.8,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2015",1370.2,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2016",1480.2,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2017",1629.6,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2018",1871.9,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2019",1772.2,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2020",857.1,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2008",9178.89,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2009",8683.92,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2010",10308.6,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2011",10706.33,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2012",11201.69,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2013",10467.55,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2014",10484.152,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2015",9139.363,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2016",8807.601,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2017",9706.288,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2018",9789.507,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2019",9063.867,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2020",2716.592,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2021",2113,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2008",6905.38,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2009",6420.83,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2010",8138.55,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2011",8397.41,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2012",7144.71,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2013",6490.32,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2014",6313.212,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2015",5734.731,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2016",5354.391,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2017",6067.963,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2018",6347.762,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2019",5866.453,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2020",1594.026,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2021",1669,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2008",40843,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2009",39675,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2010",45814,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2011",48464,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2012",50028,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2013",51664,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2014",44043.681,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2015",44968.719,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2016",44425.974,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2017",38799.277,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2018",39467.77,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2019",34458.292,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2008",36157,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2009",43701.7,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2010",54880,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2011",72585.1,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2012",101977,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2013",128576,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2014",227343.733,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2015",249830.544,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2016",261129.14,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2017",254788.887,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2018",276899.97,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2019",250739.779,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2008",1254.222,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2009",1184.781,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2010",1235.482,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2011",1523.682,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2012",2154.429,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2013",2365.365,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2014",2239.708,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2015",1833.334,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2016",2038.191,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2017",2355.968,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2018",2650.685,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2019",2922.729,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2020",588.673,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2008",1361.035,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2009",1319.462,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2010",1488.549,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2011",1830.507,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2012",3609.205,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2013",3772.142,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2014",3771.043,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2015",3046.157,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2016",2579.918,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2017",2694.666,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2018",2852.235,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2019",2955.29,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2020",861.385,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2008",1113.474,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2009",986.527,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2010",949.958,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2011",1149.423,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2012",1079.057,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2013",1221.487,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2014",1352.74,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2015",1321.638,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2016",1460.953,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2017",1706.146,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2018",1941.074,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2019",2000.579,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2020",1421.369,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2008",1448.21,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2009",1105.117,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2010",1102.353,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2011",1263.55,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2012",1187.555,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2013",1289.398,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2014",1359.859,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2015",1253.644,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2016",1351.098,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2017",1549.183,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2018",1837.317,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2019",1999.313,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2020",1178.363,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2008",6774.203,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2009",6743.203,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2010",7535.733,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2011",9317.76,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2012",8400.497,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2013",8690.65,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2014",9263.83,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2015",11182.93,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2016",13437.176,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2017",15019.915,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2018",16974.559,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2019",19849.188,
"SAU","TOUR_REC_EXP","INT_REC","USD","A","2020",5960.187,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2008",16004.767,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2009",21311.533,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2010",22076.333,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2011",18201.967,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2012",17985.967,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2013",18648.3,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2014",25137.27,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2015",20366.011,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2016",17670.131,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2017",19064.694,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2018",17939.717,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2019",16414.478,
"SAU","TOUR_REC_EXP","INT-EXP","USD","A","2020",9068.832,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2008",860.54,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2009",791.783,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2010",765.274,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2011",926.772,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2012",859.457,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2013",929.286,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2014",958.76,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2015",947.536,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2016",978.192,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2017",1109.198,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2018",1224.299,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2019",1276.286,
"MNE","TOUR_REC_EXP","INT_REC","USD","A","2020",179.929,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2008",80.726,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2009",76.538,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2010",72.402,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2011",70.292,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2012",67.335,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2013",80.454,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2014",78.838,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2015",69.338,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2016",90.991,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2017",91.364,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2018",73.907,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2019",72.357,
"MNE","TOUR_REC_EXP","INT-EXP","USD","A","2020",37.702,
